sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東(枋山),屏東縣,43,,良好,1.7,0.3,65,43,59,20,4,4.3,0,2.2,326,"2024-11-30 10:00",,0.2,13.1,32,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,44,,良好,1.4,0.37,23,21,31,11,20,30.8,11.2,4.2,21,"2024-11-30 10:00",,0.3,13.7,30,1,121.61575076,23.97709367,312
新北(樹林),新北市,28,,良好,0.5,0.28,30,30,30,4,14,20.7,7,0.2,171,"2024-11-30 10:00",,0.2,5,24,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,82,細懸浮微粒,普通,4.2,0.36,56,40,54,32,13,14.5,1.8,2.4,339,"2024-11-30 10:00",,0.3,27.9,58,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,107,細懸浮微粒,對敏感族群不健康,2.8,0.4,31,11,68,32,24,30.7,6.4,1.1,341,"2024-11-30 10:00",,0.4,37.9,78,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,105,細懸浮微粒,對敏感族群不健康,4,0.45,27,7,59,32,31,42,10.6,0.9,334,"2024-11-30 10:00",,0.4,37,69,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,75,細懸浮微粒,普通,3.6,0.45,30,10,46,25,14,18.7,4.8,0.4,11,"2024-11-30 10:00",,0.4,25.1,50,2,120.56373,23.96117,201
大城,彰化縣,77,細懸浮微粒,普通,7,0.43,28,13,46,23,16,25.1,9.2,3.4,33,"2024-11-30 10:00",,0.5,26,53,2,120.26964167,23.85493056,85
富貴角,新北市,50,,良好,0.5,0.12,51,49,28,4,1,1,0,6.6,87,"2024-11-30 10:00",,0.1,6.7,50,0,121.53656894,25.29681695,84
麥寮,雲林縣,92,細懸浮微粒,普通,7.4,0.53,31,14,56,27,18,24.7,6.5,2.2,350,"2024-11-30 10:00",,0.4,32,59,2,120.251825,23.753506,83
關山,臺東縣,36,,良好,1.3,0.2,36,25,35,9,5,5.9,1,2.1,49,"2024-11-30 10:00",,0.1,11,28,1,121.161933,23.045083,80
馬公,澎湖縣,46,,良好,0.8,0.17,50,51,22,10,3,3.9,1.1,3.7,28,"2024-11-30 10:00",,0.1,9.8,20,1,119.566158,23.569031,78
金門,金門縣,51,細懸浮微粒,普通,1.6,0.23,42,39,53,13,12,14.5,2.3,2.3,34,"2024-11-30 10:00",,0.2,15.7,45,1,118.312256,24.432133,77
馬祖,連江縣,53,細懸浮微粒,普通,1.8,0.24,43,41,39,15,6,7.3,1.2,2.9,343,"2024-11-30 10:00",,0.3,16.2,39,1,119.952724,26.153736,75
埔里,南投縣,56,細懸浮微粒,普通,1.3,0.24,27,10,15,16,3,6.4,3.2,0.5,318,"2024-11-30 10:00",,0.2,17.4,22,1,120.967903,23.968842,72
復興,高雄市,81,細懸浮微粒,普通,2,0.58,52,28,59,29,20,23,3.1,1.1,203,"2024-11-30 10:00",,0.5,27.8,59,1,120.312017,22.608711,71
永和,新北市,33,,良好,1.3,0.35,37,37,20,9,11,16.4,5.4,2.4,82,"2024-11-30 10:00",,0.2,7.4,18,1,121.516306,25.017,70
竹山,南投縣,60,細懸浮微粒,普通,1.3,0.27,31,16,22,17,7,9.6,2.6,1,281,"2024-11-30 10:00",,0.2,19,26,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,2.8,0.93,21,29,29,7,27,50.4,22.9,0.5,266,"2024-11-30 10:00",,0.5,8.4,24,2,121.221667,24.953278,68
三重,新北市,51,二氧化氮,普通,2,0.72,20,16,32,11,31,73.4,42.2,-,-,"2024-11-30 10:00",,0.6,11.5,27,1,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,0.9,0.2,23,28,29,9,12,14.7,2.2,1.9,295,"2024-11-30 10:00",,0.1,9.2,28,0,121.792928,24.632203,66
宜蘭,宜蘭縣,30,,良好,1.2,0.22,33,33,19,5,5,6.5,1.2,1.7,211,"2024-11-30 10:00",,0.1,8,22,1,121.746394,24.747917,65
陽明,臺北市,44,,良好,1.4,0.16,46,47,23,0,2,2.1,0.4,3,70,"2024-11-30 10:00",,0.1,2.4,20,1,121.529583,25.182722,64
花蓮,花蓮縣,31,,良好,1.6,0.34,18,20,34,10,9,11.7,2.9,1.3,14,"2024-11-30 10:00",,0.2,9.2,31,1,121.599769,23.971306,63
臺東,臺東縣,34,,良好,1.6,0.24,33,38,35,11,7,8.5,1.8,1.1,313,"2024-11-30 10:00",,0.1,10.6,32,1,121.15045,22.755358,62
恆春,屏東縣,44,,良好,1.1,0.17,46,48,24,8,1,2.1,0.6,7.5,23,"2024-11-30 10:00",,0.1,9.5,23,1,120.788928,21.958069,61
潮州,屏東縣,77,細懸浮微粒,普通,1.6,0.29,39,14,47,29,8,10.6,2.6,0.9,330,"2024-11-30 10:00",,0.2,25.9,46,1,120.561175,22.523108,60
屏東,屏東縣,85,細懸浮微粒,普通,1.3,0.32,37,24,44,20,10,12.9,3,1.5,356,"2024-11-30 10:00",,0.4,29.3,60,1,120.488033,22.673081,59
小港,高雄市,80,細懸浮微粒,普通,3.1,0.49,53,22,54,28,24,28.2,4.3,1.8,301,"2024-11-30 10:00",,0.4,27.2,60,2,120.337736,22.565833,58
前鎮,高雄市,79,細懸浮微粒,普通,1.7,0.44,52,29,57,23,18,22.3,3.8,2,6,"2024-11-30 10:00",,0.4,26.9,59,1,120.30833356,22.6044507,57
前金,高雄市,71,細懸浮微粒,普通,1.5,0.36,46,27,61,24,18,20.9,3,3.4,331,"2024-11-30 10:00",,0.3,23.8,62,1,120.28676111,22.63390278,56
左營,高雄市,80,細懸浮微粒,普通,2.4,0.41,47,24,63,28,18,21.5,3.5,2.3,297,"2024-11-30 10:00",,0.4,27.1,61,2,120.292917,22.674861,54
楠梓,高雄市,84,細懸浮微粒,普通,2.1,0.38,47,20,72,34,20,24.2,4.6,1.4,2,"2024-11-30 10:00",,0.4,28.8,64,1,120.328289,22.733667,53
林園,高雄市,88,細懸浮微粒,普通,7,0.33,41,28,48,28,12,13.2,1.3,1.6,351,"2024-11-30 10:00",,0.3,30.6,65,3,120.41175,22.4795,52
大寮,高雄市,79,細懸浮微粒,普通,4,0.34,44,25,36,23,15,17.6,2.9,1.3,320,"2024-11-30 10:00",,0.3,26.7,39,2,120.425311,22.56413611,51
鳳山,高雄市,91,細懸浮微粒,普通,3.5,0.64,44,26,76,36,30,34.9,5.2,0.5,284,"2024-11-30 10:00",,0.4,31.8,65,2,120.357422,22.628126,50
仁武,高雄市,86,細懸浮微粒,普通,2.1,0.36,56,17,59,28,20,23.1,2.9,2,331,"2024-11-30 10:00",,0.4,29.9,61,2,120.332631,22.689056,49
橋頭,高雄市,90,細懸浮微粒,普通,3.9,0.49,37,17,75,37,24,29.7,5.8,2,16,"2024-11-30 10:00",,0.4,31.4,64,2,120.305689,22.757506,48
美濃,高雄市,64,細懸浮微粒,普通,0.7,0.3,52,18,45,21,6,7,1.1,0.9,184,"2024-11-30 10:00",,0.3,20.6,40,1,120.530542,22.883583,47
臺南,臺南市,109,細懸浮微粒,對敏感族群不健康,3.8,0.58,38,20,72,40,30,41.2,11.6,1.6,8,"2024-11-30 10:00",,0.5,38.6,72,2,120.21947897,22.98928311,46
安南,臺南市,109,細懸浮微粒,對敏感族群不健康,4.4,0.41,38,16,68,32,18,23.7,5.2,1.1,314,"2024-11-30 10:00",,0.4,38.5,71,1,120.2175,23.048197,45
善化,臺南市,116,細懸浮微粒,對敏感族群不健康,5.7,0.39,39,13,70,41,13,16.4,3.5,1,328,"2024-11-30 10:00",,0.4,41.3,76,2,120.29740529,23.11337642,44
新營,臺南市,108,細懸浮微粒,對敏感族群不健康,4,0.43,27,13,79,42,24,32.8,8.9,1.4,352,"2024-11-30 10:00",,0.4,38.2,69,2,120.31725,23.305633,43
嘉義,嘉義市,82,細懸浮微粒,普通,2.7,0.48,36,12,63,33,16,20.8,4.2,1.9,288,"2024-11-30 10:00",,0.3,28.1,53,2,120.44125148,23.46477865,42
臺西,雲林縣,80,細懸浮微粒,普通,4.4,0.34,33,16,38,17,16,20.4,4.3,3,21,"2024-11-30 10:00",,0.4,27.4,57,1,120.19933333,23.702175,41
朴子,嘉義縣,91,細懸浮微粒,普通,2.7,0.39,32,19,77,40,14,19.4,5,1.7,339,"2024-11-30 10:00",,0.3,31.6,66,2,120.2478,23.46538,40
新港,嘉義縣,105,細懸浮微粒,對敏感族群不健康,3.2,0.39,34,15,74,41,15,21.5,6,1.2,341,"2024-11-30 10:00",,0.4,37,68,2,120.345531,23.554839,39
崙背,雲林縣,126,細懸浮微粒,對敏感族群不健康,3,0.44,32,13,66,44,15,19.7,5.1,0.4,338,"2024-11-30 10:00",,0.6,45,72,2,120.348742,23.757547,38
斗六,雲林縣,82,細懸浮微粒,普通,1.8,0.32,26,13,45,27,12,17.2,5.4,1,347,"2024-11-30 10:00",,0.3,28,49,1,120.544994,23.711853,37
南投,南投縣,61,細懸浮微粒,普通,1.3,0.28,25,8,36,14,11,16.6,5.6,0.9,57,"2024-11-30 10:00",,0.3,19.7,34,1,120.685306,23.913,36
二林,彰化縣,77,細懸浮微粒,普通,2.1,0.5,37,15,63,31,14,17.6,3.6,1.3,60,"2024-11-30 10:00",,0.3,26.2,56,2,120.409653,23.925175,35
線西,彰化縣,56,細懸浮微粒,普通,12.4,0.88,13,17,43,18,27,53.7,26.9,0.3,353,"2024-11-30 10:00",,0.3,17.7,36,4,120.469061,24.131672,34
彰化,彰化縣,63,細懸浮微粒,普通,1.6,0.53,37,12,55,26,21,28.6,7.3,1.2,346,"2024-11-30 10:00",,0.4,20.2,39,1,120.541519,24.066,33
西屯,臺中市,66,細懸浮微粒,普通,2,0.39,27,7,46,28,23,33,10.4,0.9,178,"2024-11-30 10:00",,0.4,21.7,39,1,120.616917,24.162197,32
忠明,臺中市,64,細懸浮微粒,普通,2,0.54,21,5,51,23,29,44.3,15.5,1.2,249,"2024-11-30 10:00",,0.5,20.7,39,1,120.641092,24.151958,31
大里,臺中市,84,細懸浮微粒,普通,1.9,0.66,23,6,55,33,24,36.3,12.4,0.9,295,"2024-11-30 10:00",,0.5,28.9,46,1,120.67844444,24.09961111,30
沙鹿,臺中市,58,細懸浮微粒,普通,2,0.35,3,2,31,15,15,26.1,10.7,1.7,0,"2024-11-30 10:00",,0.3,18.4,33,1,120.568794,24.225628,29
豐原,臺中市,64,細懸浮微粒,普通,4,0.65,40,27,50,35,20,26.6,6.2,2,212,"2024-11-30 10:00",,0.3,20.6,32,2,120.74252414,24.25699731,28
三義,苗栗縣,33,,良好,1.9,0.23,49,28,26,14,4,5.7,1.7,1.1,13,"2024-11-30 10:00",,0.1,10.2,20,1,120.75956754,24.38248443,27
苗栗,苗栗縣,41,,良好,1.4,0.26,20,8,24,12,7,12.1,4.7,1,8,"2024-11-30 10:00",,0.2,12.7,20,1,120.82011468,24.56499183,26
頭份,苗栗縣,43,,良好,2.1,0.34,23,16,25,13,15,22.3,7.3,1.2,44,"2024-11-30 10:00",,0.2,13.2,26,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,1.6,0.29,31,26,21,7,13,17.8,4.5,1.6,68,"2024-11-30 10:00",,0.2,9.6,22,1,120.97236752,24.8056356,24
竹東,新竹縣,22,,良好,1.3,0.24,24,20,12,4,7,10,2.7,1,330,"2024-11-30 10:00",,0.2,6.8,17,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,3.1,0.23,41,34,25,8,8,9.8,2.3,3.4,55,"2024-11-30 10:00",,0.2,7.3,25,2,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,1.3,0.28,34,31,22,5,8,12.6,4.1,2.5,82,"2024-11-30 10:00",,0.2,7.5,23,1,121.21645772,24.86400048,21
平鎮,桃園市,36,,良好,1.4,0.3,40,40,21,6,10,13.3,3.1,2.4,88,"2024-11-30 10:00",,0.2,6.5,19,1,121.203986,24.952786,20
觀音,桃園市,32,,良好,3,0.19,36,30,26,7,13,17,3.5,3.9,95,"2024-11-30 10:00",,0.1,10,29,3,121.08283092,25.03556747,19
大園,桃園市,31,,良好,2.2,0.21,36,35,32,8,14,19.2,4.8,3.9,73,"2024-11-30 10:00",,0.1,8.2,25,2,121.20251473,25.06100357,18
桃園,桃園市,36,,良好,1.8,0.28,39,39,24,5,10,12,2.5,2.4,76,"2024-11-30 10:00",,0.2,4,22,1,121.30500531,24.9947107,17
大同,臺北市,45,,良好,1.7,0.51,25,22,43,15,23,39.9,17,-,-,"2024-11-30 10:00",,0.5,13.8,37,1,121.51342074,25.06331455,16
松山,臺北市,30,,良好,1.5,0.2,36,26,34,8,14,17.5,4,2.4,17,"2024-11-30 10:00",,0.2,7.7,30,1,121.578611,25.05,15
古亭,臺北市,35,,良好,2,0.24,31,38,34,9,17,23.7,7.1,1.6,60,"2024-11-30 10:00",,0.1,8.4,22,2,121.529556,25.020608,14
萬華,臺北市,30,,良好,2,0.25,33,32,28,9,15,19.1,3.8,2.6,95,"2024-11-30 10:00",,0.2,7,23,1,121.507972,25.046503,13
中山,臺北市,30,,良好,1.5,0.3,34,32,25,7,14,19.3,5.1,2.7,75,"2024-11-30 10:00",,0.2,7.7,23,1,121.526528,25.062361,12
士林,臺北市,41,,良好,1.1,0.16,41,45,21,2,8,10.5,2.1,1.8,128,"2024-11-30 10:00",,0.1,3.7,20,1,121.51666356,25.10334003,11
淡水,新北市,27,,良好,2.2,0.19,43,30,31,6,5,7.1,1.9,3.6,150,"2024-11-30 10:00",,0.2,7.4,23,1,121.449239,25.1645,10
林口,新北市,35,,良好,2,0.2,39,38,23,4,10,12.7,3.2,3.1,95,"2024-11-30 10:00",,0.1,4.9,20,1,121.36548982,25.07798949,9
菜寮,新北市,34,,良好,1.7,0.24,41,37,14,5,10,12.5,2.7,3.5,91,"2024-11-30 10:00",,0.2,7.1,19,1,121.481028,25.06895,8
新莊,新北市,33,,良好,1.4,0.21,40,36,40,8,9,12.1,2.9,4.7,81,"2024-11-30 10:00",,0.2,8.2,31,1,121.4325,25.037972,7
板橋,新北市,36,,良好,0.8,0.28,43,40,19,0,11,13.9,3,2,50,"2024-11-30 10:00",,0.2,5.2,19,1,121.458667,25.012972,6
土城,新北市,33,,良好,1.1,0.26,42,37,18,4,9,11.2,2.4,1.8,146,"2024-11-30 10:00",,0.2,4.6,21,1,121.451861,24.982528,5
新店,新北市,31,,良好,1,0.24,36,25,28,11,10,13.6,3.3,2.1,70,"2024-11-30 10:00",,0.2,9.5,21,1,121.537778,24.977222,4
萬里,新北市,31,,良好,0.7,0.17,50,34,36,4,2,3.3,1,4.5,62,"2024-11-30 10:00",,0.1,5.6,21,0,121.689881,25.179667,3
汐止,新北市,37,,良好,1.8,0.26,35,16,21,10,12,16.4,4,2.3,19,"2024-11-30 10:00",,0.2,11.3,20,2,121.64081,25.06624,2
基隆,基隆市,23,,良好,1.5,0.2,44,25,15,5,5,6.3,1.3,2.4,87,"2024-11-30 10:00",,0.2,7,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,39,,良好,0.7,0.21,50,40,31,13,4,4.1,0.3,0.9,306,"2024-11-30 09:00",,0.1,11.9,27,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,48,,良好,1.5,0.32,19,22,29,15,22,26.6,4.5,3.5,320,"2024-11-30 09:00",,0.3,14.7,30,1,121.61575076,23.97709367,312
新北(樹林),新北市,29,,良好,0.6,0.31,27,31,29,4,16,21,5.3,0.1,171,"2024-11-30 09:00",,0.2,5.7,22,1,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,79,細懸浮微粒,普通,3,0.35,46,37,46,25,12,13.7,1.8,2.2,337,"2024-11-30 09:00",,0.3,26.7,57,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,110,細懸浮微粒,對敏感族群不健康,2,0.61,15,9,85,39,27,39.2,11.7,0.9,341,"2024-11-30 09:00",,0.4,39.1,80,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,106,細懸浮微粒,對敏感族群不健康,5.4,0.51,11,5,74,39,30,43.6,13.8,0.6,64,"2024-11-30 09:00",,0.4,37.5,71,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,74,細懸浮微粒,普通,2.8,0.6,15,8,52,31,17,27.9,10.9,0.5,358,"2024-11-30 09:00",,0.4,24.7,51,2,120.56373,23.96117,201
大城,彰化縣,80,細懸浮微粒,普通,8.9,0.71,14,12,55,26,25,40.9,15.7,2.9,36,"2024-11-30 09:00",,0.5,27.4,57,2,120.26964167,23.85493056,85
富貴角,新北市,53,懸浮微粒,普通,0.5,0.13,49,49,26,6,1,1.2,0,7.1,89,"2024-11-30 09:00",,0.1,7.1,53,0,121.53656894,25.29681695,84
麥寮,雲林縣,93,細懸浮微粒,普通,2.9,0.43,20,13,65,34,17,23.8,6.8,2.1,346,"2024-11-30 09:00",,0.4,32.4,58,2,120.251825,23.753506,83
關山,臺東縣,37,,良好,1.6,0.21,22,24,33,17,6,7.1,1.6,2,38,"2024-11-30 09:00",,0.1,11.4,27,1,121.161933,23.045083,80
馬公,澎湖縣,47,,良好,0.8,0.18,50,52,17,6,2,3.1,0.8,3.4,28,"2024-11-30 09:00",,0.1,9.9,20,1,119.566158,23.569031,78
金門,金門縣,52,細懸浮微粒,普通,1.6,0.26,38,37,41,15,12,13.5,1.6,1.5,354,"2024-11-30 09:00",,0.2,15.8,41,1,118.312256,24.432133,77
馬祖,連江縣,53,細懸浮微粒,普通,1.9,0.28,40,42,42,20,6,7.3,0.8,3.5,339,"2024-11-30 09:00",,0.3,16.5,39,1,119.952724,26.153736,75
埔里,南投縣,57,細懸浮微粒,普通,1.3,0.37,11,8,21,18,7,15.1,8,1.3,132,"2024-11-30 09:00",,0.3,17.9,23,1,120.967903,23.968842,72
復興,高雄市,81,細懸浮微粒,普通,2,0.88,30,25,63,27,29,36.6,7.4,1.4,76,"2024-11-30 09:00",,0.5,27.8,60,1,120.312017,22.608711,71
永和,新北市,34,,良好,1.4,0.38,36,38,21,8,11,15.7,4.6,2.6,78,"2024-11-30 09:00",,0.2,7.2,18,1,121.516306,25.017,70
竹山,南投縣,62,細懸浮微粒,普通,1.2,0.23,20,14,24,15,7,9.5,2.8,0.8,28,"2024-11-30 09:00",,0.2,19.8,27,1,120.677306,23.756389,69
中壢,桃園市,28,,良好,3,0.82,20,31,27,7,,,,0.6,273,"2024-11-30 09:00",,0.4,8.5,24,2,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,1.8,0.78,16,16,32,11,32,67.4,35.4,-,-,"2024-11-30 09:00",,0.5,11.2,25,1,121.493806,25.072611,67
冬山,宜蘭縣,28,,良好,1,0.22,18,30,34,7,14,17.7,3.8,1.2,301,"2024-11-30 09:00",,0.1,8.7,28,1,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1.1,0.2,31,33,16,6,6,6.8,1,0.6,285,"2024-11-30 09:00",,0.1,8.5,23,1,121.746394,24.747917,65
陽明,臺北市,44,,良好,1.3,0.16,46,48,19,1,2,2.6,0.5,3.6,70,"2024-11-30 09:00",,0.1,3.2,20,1,121.529583,25.182722,64
花蓮,花蓮縣,30,,良好,1.5,0.25,16,22,20,6,6,8.2,1.8,1.5,245,"2024-11-30 09:00",,0.2,9,30,1,121.599769,23.971306,63
臺東,臺東縣,35,,良好,1.6,0.24,34,39,36,11,5,5.7,1,1.3,310,"2024-11-30 09:00",,0.1,10.7,31,1,121.15045,22.755358,62
恆春,屏東縣,45,,良好,1.2,0.17,46,49,19,8,2,2,0.5,7.1,25,"2024-11-30 09:00",,0.1,10,23,1,120.788928,21.958069,61
潮州,屏東縣,74,細懸浮微粒,普通,1.1,0.3,22,11,39,24,8,9.6,1.9,0.8,347,"2024-11-30 09:00",,0.2,24.7,45,1,120.561175,22.523108,60
屏東,屏東縣,87,細懸浮微粒,普通,1.2,0.5,21,22,61,33,15,19.7,5,1,17,"2024-11-30 09:00",,0.4,30.3,62,1,120.488033,22.673081,59
小港,高雄市,79,細懸浮微粒,普通,3,0.47,34,18,53,23,27,33.2,6.1,1.3,347,"2024-11-30 09:00",,0.4,26.7,61,2,120.337736,22.565833,58
前鎮,高雄市,83,細懸浮微粒,普通,2,0.55,36,26,58,30,24,29.9,5.7,1.8,10,"2024-11-30 09:00",,0.4,28.4,62,1,120.30833356,22.6044507,57
前金,高雄市,71,細懸浮微粒,普通,1.6,0.43,34,24,53,21,21,24.8,4,1.5,22,"2024-11-30 09:00",,0.3,23.5,63,1,120.28676111,22.63390278,56
左營,高雄市,84,細懸浮微粒,普通,2.2,0.58,30,21,55,27,21,25.3,4.4,1.5,321,"2024-11-30 09:00",,0.4,28.9,63,2,120.292917,22.674861,54
楠梓,高雄市,79,細懸浮微粒,普通,2.5,0.51,19,16,66,33,27,35.8,9.1,0.9,27,"2024-11-30 09:00",,0.4,26.8,63,1,120.328289,22.733667,53
林園,高雄市,90,細懸浮微粒,普通,4.4,0.36,30,26,55,28,15,16.8,2.2,2.3,351,"2024-11-30 09:00",,0.3,31.3,69,3,120.41175,22.4795,52
大寮,高雄市,80,細懸浮微粒,普通,7,0.41,28,23,38,28,19,24.8,5.4,1.5,348,"2024-11-30 09:00",,0.3,27.4,40,2,120.425311,22.56413611,51
鳳山,高雄市,91,細懸浮微粒,普通,2.5,0.57,39,24,63,33,18,21.1,3.4,0.8,95,"2024-11-30 09:00",,0.4,31.7,64,2,120.357422,22.628126,50
仁武,高雄市,88,細懸浮微粒,普通,2.9,0.57,22,12,67,30,41,57.6,16.3,2,334,"2024-11-30 09:00",,0.4,30.6,61,2,120.332631,22.689056,49
橋頭,高雄市,89,細懸浮微粒,普通,2.1,0.44,24,14,55,21,23,29.2,6.3,1.4,2,"2024-11-30 09:00",,0.4,31.1,62,2,120.305689,22.757506,48
美濃,高雄市,63,細懸浮微粒,普通,0.9,0.33,26,14,43,25,9,13.1,3.7,0.7,145,"2024-11-30 09:00",,0.3,20.3,39,1,120.530542,22.883583,47
臺南,臺南市,102,細懸浮微粒,對敏感族群不健康,5,0.84,16,17,86,49,44,64.2,20.7,0.9,347,"2024-11-30 09:00",,0.5,36,68,2,120.21947897,22.98928311,46
安南,臺南市,107,細懸浮微粒,對敏感族群不健康,3.8,0.58,17,13,76,43,28,38.5,10.9,0.8,315,"2024-11-30 09:00",,0.4,38,70,1,120.2175,23.048197,45
善化,臺南市,115,細懸浮微粒,對敏感族群不健康,6.4,0.44,22,10,78,43,15,21.9,7.2,0.4,27,"2024-11-30 09:00",,0.4,41,77,2,120.29740529,23.11337642,44
新營,臺南市,103,細懸浮微粒,對敏感族群不健康,3.4,0.44,18,12,71,37,24,33.9,10.3,0.8,49,"2024-11-30 09:00",,0.4,36.2,66,1,120.31725,23.305633,43
嘉義,嘉義市,81,細懸浮微粒,普通,2.5,0.48,23,9,55,25,15,20,4.9,1.1,331,"2024-11-30 09:00",,0.3,27.5,50,2,120.44125148,23.46477865,42
臺西,雲林縣,86,細懸浮微粒,普通,2.3,0.49,21,16,65,32,17,22.9,5.5,3.2,32,"2024-11-30 09:00",,0.4,29.7,61,1,120.19933333,23.702175,41
朴子,嘉義縣,86,細懸浮微粒,普通,2.6,0.4,18,18,78,39,16,24.4,8.4,1.2,352,"2024-11-30 09:00",,0.3,29.9,63,2,120.2478,23.46538,40
新港,嘉義縣,100,細懸浮微粒,普通,2.9,0.51,16,14,68,41,18,28.9,11.2,1.2,16,"2024-11-30 09:00",,0.4,35.4,66,2,120.345531,23.554839,39
崙背,雲林縣,119,細懸浮微粒,對敏感族群不健康,2.3,0.45,16,12,59,32,17,24.4,7.3,1,296,"2024-11-30 09:00",,0.5,42.6,71,1,120.348742,23.757547,38
斗六,雲林縣,83,細懸浮微粒,普通,2.3,0.42,17,11,52,34,15,21.5,6.5,1.1,10,"2024-11-30 09:00",,0.3,28.4,51,1,120.544994,23.711853,37
南投,南投縣,64,細懸浮微粒,普通,1.3,0.57,10,6,39,16,14,27.2,13.5,0.2,161,"2024-11-30 09:00",,0.3,20.8,32,1,120.685306,23.913,36
二林,彰化縣,74,細懸浮微粒,普通,1.8,0.46,20,12,65,40,16,21.3,5.7,1.6,14,"2024-11-30 09:00",,0.3,25,55,2,120.409653,23.925175,35
線西,彰化縣,55,細懸浮微粒,普通,11.2,0.6,9,19,42,25,27,56.8,29.4,0.3,16,"2024-11-30 09:00",,0.3,17.1,34,3,120.469061,24.131672,34
彰化,彰化縣,60,細懸浮微粒,普通,1.4,0.56,19,9,41,18,17,24.1,7.4,1.2,40,"2024-11-30 09:00",,0.4,19.1,36,1,120.541519,24.066,33
西屯,臺中市,62,細懸浮微粒,普通,1.7,0.48,12,3,46,20,25,40.7,15.4,0.8,66,"2024-11-30 09:00",,0.4,20,37,1,120.616917,24.162197,32
忠明,臺中市,63,細懸浮微粒,普通,1.7,0.59,7,4,35,21,24,51,26.7,0.7,259,"2024-11-30 09:00",,0.5,20.5,37,1,120.641092,24.151958,31
大里,臺中市,80,細懸浮微粒,普通,1.8,0.64,9,4,46,27,19,36.5,17.3,0.6,274,"2024-11-30 09:00",,0.5,27.3,44,1,120.67844444,24.09961111,30
沙鹿,臺中市,61,細懸浮微粒,普通,1.9,0.48,1,2,34,23,19,32.4,13.7,1,357,"2024-11-30 09:00",,0.3,19.6,33,1,120.568794,24.225628,29
豐原,臺中市,57,細懸浮微粒,普通,3.5,0.57,26,25,35,19,,,,0.9,223,"2024-11-30 09:00",,0.3,18,28,2,120.74252414,24.25699731,28
三義,苗栗縣,30,,良好,1.8,0.24,38,25,25,13,4,5.6,1.7,1.6,18,"2024-11-30 09:00",,0.1,9.1,18,1,120.75956754,24.38248443,27
苗栗,苗栗縣,44,,良好,1.4,0.31,16,6,17,10,8,16.4,8,0.9,342,"2024-11-30 09:00",,0.2,13.6,20,1,120.82011468,24.56499183,26
頭份,苗栗縣,43,,良好,2.2,0.3,18,17,21,9,13,21.7,8.7,1.2,78,"2024-11-30 09:00",,0.2,13.3,26,1,120.89869286,24.69690679,25
新竹,新竹市,32,,良好,2.2,0.33,22,27,21,7,17,22.3,5.2,1.4,78,"2024-11-30 09:00",,0.2,10,22,1,120.97236752,24.8056356,24
竹東,新竹縣,25,,良好,1,0.23,21,20,16,5,7,9.6,2.3,0.7,30,"2024-11-30 09:00",,0.2,7.7,18,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,3,0.26,37,33,31,11,11,13.5,2.8,3.9,60,"2024-11-30 09:00",,0.2,6.7,25,2,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,1.3,0.31,27,32,21,7,13,18.5,5.5,3.7,65,"2024-11-30 09:00",,0.2,7.7,23,1,121.21645772,24.86400048,21
平鎮,桃園市,36,,良好,1.4,0.33,37,40,17,8,11,13.9,2.5,2.1,86,"2024-11-30 09:00",,0.2,7,20,1,121.203986,24.952786,20
觀音,桃園市,33,,良好,4.3,0.2,36,30,34,11,13,15.3,2.7,4.2,92,"2024-11-30 09:00",,0.1,10.2,30,3,121.08283092,25.03556747,19
大園,桃園市,32,,良好,2.3,0.22,31,35,31,10,19,24.3,5.1,2.9,76,"2024-11-30 09:00",,0.1,8.6,23,2,121.20251473,25.06100357,18
桃園,桃園市,36,,良好,1.7,0.32,37,39,20,3,10,12.4,2.3,2.1,66,"2024-11-30 09:00",,0.2,4.2,22,1,121.30500531,24.9947107,17
大同,臺北市,48,,良好,1.9,0.77,14,23,43,18,29,61.8,32.6,-,-,"2024-11-30 09:00",,0.5,12.9,34,1,121.51342074,25.06331455,16
